기준일,도시,군구,주소,진료소명,평일 운영시간,토요일 운영시간,"일요일/공휴일
운영시간",대표 전화번호,관할보건소,관할보건소 전화번호,장애인 편의사항
2021년 11월 03일 14시,경기,의정부시,경기 의정부시 의정부2동 516 의정부시보건소 ,의정부시보건소,10:00~17:00,10:00~13:00,10:00~13:00,031-870-6011~4,의정부시보건소,031-870-6011~4,
2021년 11월 03일 14시,경기,의정부시,경기도 의정부시 흥선로 142,경기도의료원의정부병원(응급실),09:00~17:00,미운영,미운영,031-828-5143,의정부시보건소,031-870-6094,
2021년 11월 03일 14시,경기,의정부시,경기도 의정부시 천보로 271,가톨릭대학교 의정부 성모병원 ,08:30~16:30,미운영,미운영,1661-7500,의정부시보건소,031-870-6094,
2021년 11월 03일 14시,경기,의정부시,경기도 의정부시 평화로 650,추병원,09:30~16:00,09:30~11:30,미운영,031-823-8063,의정부시보건소,031-870-6094,
2021년 11월 03일 14시,경기,의정부시,경기도 의정부시 금신로  322,의정부백병원,08:30~16:30,08:30~11:30,미운영,031-842-1211,의정부시보건소,031-870-6094,
2021년 11월 03일 14시,경기,의정부시,경기도 의정부시 동일로 712(금오동),의정부을지대학교병원,08:30~16:30,미운영,미운영,031-951-2083,의정부시보건소,031-870-6094,
2021년 11월 03일 14시,경기,이천시,경기 이천시 증포동 152-2,이천시보건소,09:00~18:00,09:00~13:00,09:00~13:00,031-644-4011,이천시보건소,031-644-4038,장애인우선검사
2021년 11월 03일 14시,경기,이천시,경기도 이천시 경충대로 2742,경기도의료원이천병원,08:30~17:00,미운영,미운영,031-630-4200,이천시보건소,031-644-4020,
2021년 11월 03일 14시,경기,고양시,경기 고양시 일산서구 일산동 일중로 54,일산서구보건소,"09:00~12:00,13:00~18:00","09:00~12:00,13:00~18:00",09:00~13:00,031-8075-4212,일산서구보건소,031-8075-4217,
2021년 11월 03일 14시,경기,고양시,경기 고양시 일산서구 주화로 170,인제대학교일산백병원,07:00~17:00,미운영,미운영,031-910-7114,일산서구보건소,031-8075-4217,
2021년 11월 03일 14시,경기,수원시,경기 수원시 장안구 조원동 888번지,장안구보건소,09:00~17:00,09:00~13:00,09:00~13:00,031-228-5717,장안구보건소,031-228-5086,"전자문진표 이용, 의사소통 도움판O"
2021년 11월 03일 14시,경기,수원시,경기도 수원시 장안구 수성로245번길 69,경기도의료원 수원병원,09:00~17:00,09:00~12:00,09:00~12:00,031-888-0119,장안구보건소,031-228-5086,
2021년 11월 03일 14시,경기,성남시,경기 성남시 중원구 상대원1동 269-10,성남시중원구보건소,"09:00~12:00,14:00~17:00",09:00~13:00,09:00~13:00,031-729-3930,성남시중원구보건소,031-729-8980,도움인력O
2021년 11월 03일 14시,경기,성남시,경기도 성남시 중원구 산성대로 476번길 12,성남중앙병원,09:00~17:00,09:00~12:00,미운영,031-799-5366,성남시중원구보건소,031-729-8980,
2021년 11월 03일 14시,경기,용인시,경기 용인시 처인구 삼가동 556,처인구보건소,09:00~17:00,09:00~13:00,09:00~13:00,031-324-4981,처인구보건소,031-324-4981,
2021년 11월 03일 14시,경기,용인시,경기도 용인시 처인구 백옥대로 1082번길 18,영문의료재단 다보스병원,00:00~24:00,00:00~24:00,00:00~24:00,031-8021-2130,처인구보건소,031-324-4981,
2021년 11월 03일 14시,경기,용인시,경기도 용인시 처인구 고림로 81 ,용인서울병원,09:00~17:30,09:00~12:30,미운영,031-322-0001,처인구보건소,031-324-4981,
2021년 11월 03일 14시,경기,파주시,경기 파주시 금촌동(금촌1동) 953-1 파주시보건소 ,파주시보건소,09:00~18:00,09:00~18:00,09:00~18:00,031-940-5577,파주시보건소,031-940-5588,
2021년 11월 03일 14시,경기,파주시,경기도 파주시 중앙로 207,경기도의료원 파주병원,08:30~17:30,미운영,미운영,031-940-9119,파주시보건소,031-940-5588,
2021년 11월 03일 14시,경기,파주시,경기도 파주시 시청로 6,메디인병원,07:30~22:30,07:30~22:30,07:30~22:30,031-943-1191,파주시보건소,031-940-5588,
2021년 11월 03일 14시,경기,수원시,경기 수원시 팔달구 교동 56-1번지,팔달구보건소,"09:00~12:00,14:00~17:00",09:00~13:00,09:00~13:00,031-228-7716,팔달구보건소,031-228-7736,
2021년 11월 03일 14시,경기,수원시,경기도 수원시 팔달구 중부대로 93 (지동),성빈센트 병원,09:00~16:00,미운영,미운영,1577-8588,팔달구보건소,031-228-7736,
2021년 11월 03일 14시,경기,수원시,경기도 수원시 팔달구 중부대로 165 (우만동),동수원 병원,09:00~17:00,10:40~12:00,미운영,031-210-0114,팔달구보건소,031-228-7736,
2021년 11월 03일 14시,경기,평택시,경기 평택시 비전동 850(평택5로 56),평택시평택보건소,09:00~18:00,09:00~13:00,09:00~13:00,031-8024-5559,평택시평택보건소,031-8024-5559,
2021년 11월 03일 14시,경기,평택시,경기도 평택시 중앙로 338,의료법인 백송의료재단 굿모닝병원,00:00~24:00,00:00~24:00,00:00~24:00,031-5182-7582,평택시평택보건소,031-8024-5559,
2021년 11월 03일 14시,경기,평택시,경기도 평택시 평택2로20번길 3 ,의료법인 박애의료재단 박애병원,08:30~17:00,08:30~12:30,미운영, 031-650-9219,평택시평택보건소,031-8024-5559,
2021년 11월 03일 14시,경기,평택시,경기도 평택시 평택로 284,의료법인 양진의료재단 평택성모병원,08:30~17:00,08:30~12:30,미운영,031-1800-8800,평택시평택보건소,031-8024-5559,
2021년 11월 03일 14시,경기,평택시,"경기도 평택시 안중읍 안현로4, 9길 24",평택시안중보건지소,09:00~18:00,09:00~13:00,미운영,031-8024-8611,평택시평택보건소,031-8024-8611,
2021년 11월 03일 14시,경기,포천시,경기 포천시 신읍동 164-3 (포천시보건소),포천시보건소,09:00~18:00,09:00~13:00,09:00~13:00,031-538-4484,포천시보건소,031-538-3687,
2021년 11월 03일 14시,경기,포천시,경기도 포천시 포천로 1648,경기도의료원 포천병원,08:30~17:30,08:30~17:30,08:30~17:30,031-539-9119,포천시보건소,031-538-3687,
2021년 11월 03일 14시,경기,하남시,경기도 하남시 신장2동 520,하남시보건소,09:00~18:00,09:00~18:00,09:00~18:00,031-790-5917,하남시보건소,031-790-6338,
2021년 11월 03일 14시,경기,화성시,경기 화성시 향남읍 3.1만세로 1055,화성시보건소,09:00~17:00,미운영,미운영,031-5189-1200,화성시보건소,031-5189-3544,
2021년 11월 03일 14시,경기,화성시,경기 화성시 화산북로 21 ,원광종합병원,09:00~16:30,09:00~11:00,미운영,031-8077-7220,화성시보건소,031-5189-3544,
2021년 11월 03일 14시,경기,화성시,경기 화성시 향남읍 발안로 5,화성중앙종합병원,09:00~17:30,09:00~13:00,미운영,031-371-8114,화성시보건소,031-5189-3544,"경사로, 화장실, 의사소통 도움판활용"
2021년 11월 03일 14시,경기,화성시,경기 화성시 큰재봉길 7,한림대학교동탄성심병원,08:30~17:00,08:30~12:00,미운영,"031-8086-3616,2110",화성시보건소,031-5189-3544,
2021년 11월 03일 14시,경기,화성시,경기도 화성시 남양읍 시청로160번길 46-13,화성디에스병원,09:00~21:00,09:00~18:00,09:00~18:00,1600-5982,화성시보건소,031-5189-3544,경사로
2021년 11월 03일 14시,경기,화성시,경기 화성시 동탄 산단7길 60,화성시보건소(동탄글로브월),09:00~17:00,09:00~13:00,09:00~13:00,031-5189-1200,화성시보건소,031-5189-3544,
2021년 11월 03일 14시,경기,수원시,경기 수원시 영통구 영통동 영통로 396,영통구보건소,09:00~17:00,09:00~13:00,09:00~13:00,031-228-8785,영통구보건소,031-228-4237,
2021년 11월 03일 14시,경기,수원시,경기도 수원시 영통구 월드컵로164,아주대학교병원,00:00~00:00,00:00~00:00,00:00~00:00,031-1688-6114,영통구보건소,031-228-4237,
2021년 11월 03일 14시,경기,평택시,경기 평택시 서정동 산 12(서정로 295),평택시송탄보건소,09:00~18:00,09:00~13:00,09:00~13:00,031-8024-7325,평택시송탄보건소,031-8024-7236,
2021년 11월 03일 14시,경기,평택시,경기도 평택시 송탄로 33,박병원,00:00~24:00,00:00~24:00,00:00~24:00,031-666-2600,평택시송탄보건소,031-8024-7236,
2021년 11월 03일 14시,경기,고양시,경기 고양시 일산동구 마두동 1010번지,일산동구보건소,09:00~18:00,09:00~18:00,09:00~13:00,031-8075-4135,일산동구보건소,031-8075-4083,
2021년 11월 03일 14시,경기,고양시,경기도 고양시 일산동구 일산로100,국민건강보험공단일산병원,09:00~21:00,09:00~18:00,09:00~18:00,031-900-0750,일산동구보건소,031-8075-4083,
2021년 11월 03일 14시,경기,고양시,경기도 고양시 일산동구 동국로 27(식사동),동국대학교일산불교병원,09:00~16:30,09:00~11:30,미운영,"031-961-8013,8010",일산동구보건소,031-8075-4083,
2021년 11월 03일 14시,경기,고양시,경기도 고양시 일산동구 고양대로760,일산복음병원,09:00~17:00,09:00~12:00,미운영,"031-929-0330,0331",일산동구보건소,031-8075-4083,
2021년 11월 03일 14시,경기,용인시,경기도 용인시 수지구 포은대로 435 ,수지구보건소,09:00~17:00,09:00~13:00,09:00~13:00,031-324-8451,수지구보건소,313248451,없음
2021년 11월 03일 14시,경기,남양주시,"경기 남양주시 진접읍 금곡리 1085, 풍양보건소",남양주풍양보건소,09:30~17:00,09:30~13:00,09:30~13:00,031-590-5371,남양주풍양보건소,031-590-5371,
2021년 11월 03일 14시,경기,남양주시,경기도 남양주시 오남읍 양지로 47-55 ,남양주한양병원,09:00~17:30,09:00~12:30,09:00~09:00,031-510-0114,남양주풍양보건소,031-590-1381,
2021년 11월 03일 14시,경기,남양주시,경기도 남양주시 진접읍 봉현로 21 ,현대병원,09:00~09:00,09:00~09:00,09:00~09:00,031-574-9119,남양주풍양보건소,031-590-1381,
2021년 11월 03일 14시,경기,연천군,경기 연천군 전곡읍 은대리 577-36,연천군보건의료원,09:00~18:00,09:00~12:00,미운영,031-839-4068,연천군보건의료원,031-839-4172,
2021년 11월 03일 14시,강원,강릉시,"강원 강릉시 내곡동 413 강릉시보건소, 가동 강릉시보건소",강릉시보건소,09:00~17:00,09:00~17:00,09:00~17:00,033-660-3050,강릉시보건소,033-660-3050,
2021년 11월 03일 14시,강원,강릉시,강원 강릉시 방동길 38,강릉아산병원,09:00~15:30,미운영,미운영,033-610-4111,강릉시보건소,033-610-2812,
2021년 11월 03일 14시,강원,강릉시,강원 강릉시 강릉대로419번길 42,강릉동인병원,00:00~24:00,00:00~24:00,00:00~24:00,033-651-6161,강릉시보건소,033-650-6102,
2021년 11월 03일 14시,강원,강릉시,강원 강릉시 옥가로 30,강릉고려병원,10:00~12:00,09:00~12:00,미운영,033-649-0333,강릉시보건소,033-649-0333,
2021년 11월 03일 14시,강원,강릉시,강원 강릉시 경강로 2007,강릉의료원,09:00~16:30,미운영,미운영,033-610-1200,강릉시보건소,033-610-1459,
2021년 11월 03일 14시,강원,고성군,강원 고성군 간성읍 수성로 30,고성군보건소,09:00~18:00,09:00~18:00,09:00~18:00,033-681-4000,고성군보건소,336804331,
2021년 11월 03일 14시,강원,동해시,강원 동해시 천곡동 840 보건소 동해시보건소,동해시보건소,10:00~15:00,10:00~15:00,10:00~15:00,033-530-2411,동해시보건소,033-530-2411,
2021년 11월 03일 14시,강원,동해시,강원 동해시 하평로 26,의료법인 동해동인병원,09:00~12:00,09:00~12:00,미운영,033-530-0400,동해시보건소,033-530-2411,
2021년 11월 03일 14시,강원,동해시,강원 동해시 하평로 11,근로복지공단 동해병원,14:00~17:00,14:00~17:00,14:00~17:00,033-530-3885,동해시보건소,033-530-2411,
2021년 11월 03일 14시,강원,삼척시,강원 삼척시 남양동 347-4,삼척시보건소,"09:00~12:00,13:00~16:00","09:00~12:00,13:00~15:00","09:00~12:00,13:00~15:00",033-570-4649,삼척시보건소,033-570-4649,
2021년 11월 03일 14시,강원,삼척시,강원도 삼척시 오십천로 418,강원도 삼척의료원,"09:00~12:30,13:30~17:00",10:00~14:00,10:00~14:00,033-570-7545,삼척시보건소,033-570-4649,
2021년 11월 03일 14시,강원,속초시,강원 속초시 동해대로 4229(생활체육관 주차장 내),속초시보건소,09:00~16:00,09:00~16:00,09:00~16:00,033-639-1531,속초시보건소,033-639-1531,"우선검사, 도움인력"
2021년 11월 03일 14시,강원,속초시,강원 속초시 영랑호반길 3,강원도속초의료원,09:00~17:30,미운영,미운영,033-630-6122,속초시보건소,033-639-1531,
2021년 11월 03일 14시,강원,속초시,강원 속초시 중앙로 11 ,속초보광병원,09:00~17:30,09:00~12:30,미운영,033-639-8557,속초시보건소,033-639-1531,
2021년 11월 03일 14시,강원,양구군,강원 양구군 양구읍 하리 34-5 양구군보건소,양구군보건소,09:00~18:00,09:00~18:00,09:00~18:00,033-480-2550,양구군보건소,033-480-2791,
2021년 11월 03일 14시,강원,양구군,강원 양구군 양구읍 중심로 160 ,양구성심병원,00:00~24:00,00:00~24:00,00:00~24:00,033-480-8800,양구군보건소,033-480-2809,
2021년 11월 03일 14시,강원,양양군,강원 양양군 양양읍 연창리 203-5 양양군보건소 양양군보건소,양양군보건소,09:00~16:00,09:00~16:00,09:00~16:00,033-670-2119,양양군보건소,033-670-2503,"전자문진표(QR) 이용, 도움인력"
2021년 11월 03일 14시,강원,영월군,강원 영월군 영월읍 하송로 44 영월군보건소 ,영월군보건소,09:00~16:00,09:00~16:00,09:00~16:00,033-370-1800,영월군보건소,033-370-2448,
2021년 11월 03일 14시,강원,영월군,강원 영월군 영월읍 중앙1로 59 영월의료원,영월의료원,00:00~24:00,00:00~24:00,00:00~24:00,033-370-9129,영월군보건소,033-370-2448,
2021년 11월 03일 14시,강원,원주시,강원 원주시 일산동 211,원주시보건소,09:00~18:00,10:00~15:00,10:00~15:00,033-737-4065,원주시보건소,033-737-4065,
2021년 11월 03일 14시,강원,원주시,강원 원주시 일산로 20,연세대학교 원주세브란스기독병원,09:00~17:30,미운영,미운영,033-741-1641,원주시보건소,033-737-4065,
2021년 11월 03일 14시,강원,원주시,강원 원주시 서원대로 387,원주의료원,09:00~17:30,미운영,미운영,033-760-4701,원주시보건소,033-737-4065,
2021년 11월 03일 14시,강원,인제군,강원 인제군 인제읍 인제로140번길 34,인제군보건소,"09:00~11:30,13:00~16:00","09:00~11:30,13:00~14:00","09:00~11:30,13:00~14:00",033-461-2425,인제군보건소,033 460 2512,"의사소통도움판, 장애인우선검사 등"
2021년 11월 03일 14시,강원,정선군,강원 정선군 정선읍 녹송로 33,정선군보건소,09:00~16:00,09:00~16:00,09:00~16:00,033-560-2739,정선군보건소,033-560-2739,
2021년 11월 03일 14시,강원,정선군,강원도 정선군 정선읍 봉양1길 146,근로복지공단정선병원,00:00~24:00,00:00~24:00,00:00~24:00,033-560-7110,정선군보건소,033-560-2739,
2021년 11월 03일 14시,강원,정선군,강원도 정선군 사북읍 지장천로 727,정선군립병원,10:00~11:30,미운영,미운영,033-592-3121,정선군보건소,033-560-2739,
2021년 11월 03일 14시,강원,철원군,강원 철원군 갈말읍 군탄리 960-2,철원군보건소,09:00~16:30,09:00~11:30,09:00~11:30,033-450-5950,철원군보건소,033-450-4432,"장애인우선검사,도움인력"
2021년 11월 03일 14시,강원,철원군,강원도 철원군 갈말읍 명성로 208,철원병원,09:00~11:00,미운영,미운영,033-450-3300,철원군보건소,033-450-4432,
2021년 11월 03일 14시,강원,춘천시,강원 춘천시 중앙로3가 67,춘천시보건소,09:00~17:00,09:00~17:00,09:00~17:00,033-250-4688,춘천시보건소,033-245-5598,
2021년 11월 03일 14시,강원,춘천시,강원 춘천시 백령로 156,강원대학교병원,09:00~16:30,미운영,미운영,033-258-2071,춘천시보건소,033-245-5598,
2021년 11월 03일 14시,강원,춘천시,강원도 춘천시 삭주로 77,한림대학교춘천성심병원,08:30~17:00,08:30~12:00,미운영,033-240-5815,춘천시보건소,033-245-5598,
2021년 11월 03일 14시,강원,태백시,강원 태백시 황지동 20-8,태백시보건소,08:00~18:00,09:00~17:00,09:00~17:00,033-552-4000,태백시보건소,033-550-2550,
2021년 11월 03일 14시,강원,태백시,강원도 태백시 보드미길8,근로복지공단태백병원,00:00~00:00,00:00~00:00,00:00~00:00,033-580-3119,태백시보건소,033-550-2692,
2021년 11월 03일 14시,강원,홍천군,강원 홍천군 홍천읍 희망리 350 홍천군보건소,홍천군보건소,09:00~17:00,09:00~15:00,09:00~15:00,033-430-4024,홍천군보건소,033-430-4024,
2021년 11월 03일 14시,강원,홍천군,강원 홍천군 산림공원 1길 17,홍천아산병원,00:00~24:00,00:00~24:00,00:00~24:00,033-430-5119,홍천군보건소,033-430-4024,
2021년 11월 03일 14시,강원,횡성군,강원 횡성군 횡성읍 읍하리 598 횡성보건소,횡성군보건소,09:00~17:00,09:00~13:00,09:00~13:00,033-340-5707,횡성군보건소,033-340-5707,
2021년 11월 03일 14시,강원,횡성군,강원도 횡성군 횡성읍 횡성로275,횡성대성병원,09:00~17:00,미운영,미운영,033-343-0901,횡성군보건소,033-340-5707,
2021년 11월 03일 14시,강원,평창군,강원 평창군 평창읍 노성로 11 평창군보건의료원,평창군보건의료원,09:00~16:00,09:00~15:00,09:00~15:00,033-330-4800,평창군보건의료원,033-330-4849,"도움인력(○), 장애인우선검사(○)"
2021년 11월 03일 14시,강원,화천군,강원 화천군 화천읍 강변로 111,화천군보건의료원,09:00~17:30,09:00~17:30,09:00~17:30,033-442-4424,화천군보건의료원,033-440-2879,
2021년 11월 03일 14시,충북,괴산군,충북 괴산군 괴산읍 동부리 641 괴산군보건소,괴산군보건소,09:00~16:00,09:00~16:00,09:00~12:00,043-832-4000,괴산군보건소,043-830-2352,
2021년 11월 03일 14시,충북,괴산군,충북 괴산군 괴산읍 임꺽정로 116,괴산성모병원,00:00~24:00,00:00~24:00,00:00~24:00,043-830-5400,괴산군보건소,830-2352,
2021년 11월 03일 14시,충북,단양군,충북 단양군 단양읍 삼봉로 53,단양군보건소,10:00~16:00,10:00~16:00,10:00~16:00,043-420-3201,단양군보건소,043-420-3263,
2021년 11월 03일 14시,충북,단양군,충북 단양군 단양읍 별곡6길 10,단양군립노인요양병원,00:00~24:00,00:00~24:00,00:00~24:00,043-423-8844,단양군보건소,043-420-3202,
2021년 11월 03일 14시,충북,보은군,충북 보은군 보은읍 동광길 50,보은군보건소,09:00~18:00,09:00~16:00,09:00~16:00,043-540-5619,보은군보건소,043-540-5619,
2021년 11월 03일 14시,충북,보은군,충북 보은군 보은읍 보은로 102,보은한양병원,00:00~24:00,00:00~24:00,00:00~24:00,043-544-1500,보은군보건소,043-540-5619,
2021년 11월 03일 14시,충북,영동군,충북 영동군 영동읍 매천리 444-1,영동군보건소,09:00~16:00,09:00~16:00,09:00~16:00,043-740-5612,영동군보건소,043-740-5589,"예약가능, 전자문진표 이용, 장애인 우선검사 실시, 도움인력(유)"
2021년 11월 03일 14시,충북,영동군,충북 영동군 영동읍 대학로 106,영동병원,00:00~24:00,00:00~24:00,00:00~24:00,043-740-9000,영동군보건소,043-740-5589,
2021년 11월 03일 14시,충북,옥천군,"충북 옥천군 옥천읍 삼양로 8길 10, 옥천군보건소",옥천군보건소,09:00~16:00,09:00~16:00,09:00~16:00,043-730-2113,옥천군보건소,043-730-2113,
2021년 11월 03일 14시,충북,옥천군,충북 옥천군 옥천읍 성왕로 1195,옥천성모병원,00:00~24:00,00:00~24:00,00:00~24:00,043-730-7000,옥천군보건소,043-730-2116,
2021년 11월 03일 14시,충북,음성군,충북 음성군 음성읍 읍내리 406-4,음성군보건소,09:00~17:00,09:00~17:00,09:00~17:00,043-872-2136,음성군보건소,043-871-2183,
2021년 11월 03일 14시,충북,음성군,충북 음성군 금왕읍 음성로1230번길 10   ,금왕태성병원,08:30~16:30,08:30~12:30,미운영,043-883-8800,음성군보건소,043-871-2154,
2021년 11월 03일 14시,충북,제천시,충청북도 제천시 청전동 110,제천시보건소,10:00~16:00,10:00~16:00,10:00~16:00,043-646-2720,제천시보건소,043-641-3913,
2021년 11월 03일 14시,충북,제천시,충청북도 제천시 숭문로 57,제천 서울병원,00:00~24:00,00:00~24:00,00:00~24:00,043-642-7609,제천시보건소,043-641-3913,
2021년 11월 03일 14시,충북,제천시,충북 제천시 내토로 991,명지병원(제천),00:00~24:00,00:00~24:00,00:00~24:00,043-640-8373,제천시보건소,043-641-3913,
2021년 11월 03일 14시,충북,증평군,충북 증평군 증평읍 내성리 57-2 증평군보건소,증평군보건소,09:00~17:00,09:00~13:00,미운영,043-835-4220,증평군보건소,043-835-4268,
2021년 11월 03일 14시,충북,진천군,충북 진천군 진천읍 벽암리 570 진천군보건소 본관,진천군보건소,"09:00~11:50,13:00~16:50","09:00~11:50,13:00~16:50","09:00~11:50,13:00~16:50",043-539-7771,진천군보건소,043-539-4369,
2021년 11월 03일 14시,충북,진천군,충북진천읍 중앙북로 36,건명의료재단 진천성모병원,00:00~24:00,00:00~24:00,00:00~24:00,043-533-1710,진천군보건소,043-539-8792,
2021년 11월 03일 14시,충북,청주시,충청북도 청주시 상당구 남일면 단재로 480,청주시상당보건소,09:00~18:00,09:00~18:00,09:00~18:00,043-201-4392,청주시상당보건소,043-201-4392,
2021년 11월 03일 14시,충북,청주시,충청북도 청주시 상당구 단재로 106,청주한국병원,09:00~16:00,미운영,미운영,043-222-7000,청주시상당보건소,043-201-4392,
2021년 11월 03일 14시,충북,청주시,충청북도 청주시 상당구 쇠내로 16,청주효성병원,08:30~17:30,미운영,미운영,043-221-5000,청주시상당보건소,043-201-4392,
2021년 11월 03일 14시,충북,청주시,충북 청주시 흥덕구 비하동(강서제1동) 792 흥덕구 보건소 흥덕보건소,청주시흥덕보건소,09:0~18:0,09:0~13:0,09:0~13:0,043-201-3342,청주시흥덕보건소,432013342,
2021년 11월 03일 14시,충북,청주시,충북 청주시 흥덕구 2순환로 1262,한마음의료재단하나병원,09:30~15:30,09:30~10:30,미운영,043-230-6191,청주시흥덕보건소,043-201-3302,
2021년 11월 03일 14시,충북,청주시,충청북도 흥덕구 오송읍 오송생명1로 191,베스티안병원,09:00~18:00,09:00~12:00,미운영,043-904-8711,청주시흥덕보건소,043-201-3302,
2021년 11월 03일 14시,충북,청주시,충북 청주시 서원구 사직동(사직1동) 888 서원구청 지하1층 서원보건소,청주시서원보건소,09:00~18:00,09:00~13:00,09:00~13:00,"043-201-3207, 3208",청주시서원보건소,043-201-3262,"수어상담, 예약 불가능 / 전자문진표 이용가능 / 의사소통 도움판 없음 / 상황에 따른 장애인 우선검사 실시/ 전담 도움 인력 없음"
2021년 11월 03일 14시,충북,청주시,충북 청주시 서원구 흥덕로 48,충청북도 청주의료원,00:00~24:00,00:00~24:00,09:00~16:30,043-279-0400,청주시서원보건소,043-201-3223,"장애인 주차공간O,휠체어 이동가능통로O,휠체어리프팅O"
2021년 11월 03일 14시,충북,충주시,충북 충주시 문화동 1655 충주시 건강복지타운 충주시 보건소,충주시보건소,09:00~18:00,09:00~18:00,09:00~18:00,043-850-4431,충주시보건소,043-850-4431,
2021년 11월 03일 14시,충북,충주시,충북 충주시 국원대로82,건국대학교충주병원,09:00~17:00,08:30~12:00,미운영,043-840-6513,충주시보건소,043-850-4431,
2021년 11월 03일 14시,충북,충주시,충북 충주시 안림로239-50,충주의료원,00:00~24:00,00:00~24:00,00:00~24:00,043-871-0118,충주시보건소,043-850-4431,
2021년 11월 03일 14시,충북,청주시,충청북도 청주시 청원구 오창읍 각리 639-1,청주시청원보건소,09:00~18:00,미운영,미운영,043-201-3442,청주시청원보건소,043-201-0930,
2021년 11월 03일 14시,충북,청주시,충북청주시 청원구 주성로173-19,청주성모병원,09:00~16:30,미운영,미운영,043-219-8000,청주시청원보건소,043-201-3442,
2021년 11월 03일 14시,충남,계룡시,충남 계룡시 금암동 10-5 계룡시보건소,계룡시보건소,09:30~16:00,09:30~16:00,09:30~16:00,042-840-3507,계룡시보건소,042-840-3521,
2021년 11월 03일 14시,충남,공주시,충청남도 공주시 봉황로 123,공주시보건소,"09:00~12:00,13:00~17:00","09:00~12:00,13:00~17:00","09:00~12:00,13:00~17:00",041-840-8600,공주시보건소,041-840-8820,"장애인 주차공간 구비, 의사소통도움판 O"
2021년 11월 03일 14시,충남,공주시,충청남도 공주시 무령로 77,공주의료원,"08:30~12:30,13:30~17:30",미운영,미운영,041-962-1111,공주시보건소,041-840-8820,
2021년 11월 03일 14시,충남,금산군,충남 금산군 금산읍 중도리 203-1  금산군보건소,금산군보건소,"09:00~12:00,13:00~18:00","09:00~12:00,13:00~18:00","09:00~12:00,13:00~18:00",041-751-6157,금산군보건소,041-750-4446,
2021년 11월 03일 14시,충남,논산시,충남 논산시 관촉동(취암동) 327-2,논산시보건소,09:00~18:00,09:0~18:00,09:00~18:00,041-746-8091,논산시보건소,041-746-8046,
2021년 11월 03일 14시,충남,논산시,충남 논산시 시민로294번길 14,의료법인백제병원,00:00~23:59,00:00~23:59,00:00~23:59,041-730-8888,논산시보건소,041-730-8754,
2021년 11월 03일 14시,충남,당진시,충청남도 당진시 시청1로,당진시보건소,09:00~18:00,09:00~18:00,09:00~18:00,041-360-6004,당진시보건소,041)360-6110,
2021년 11월 03일 14시,충남,당진시,충남 당진시 반촌로 5-15,당진종합병원,00:00~24:00,00:00~24:00,00:00~24:00,070-7332-8248,당진시보건소,070-7332-8216,
2021년 11월 03일 14시,충남,보령시,충남 보령시 남포면 보령남로 234,보령시보건소,09:00~18:00,09:00~18:00,09:00~18:00,041-930-0900,보령시보건소,041-930-5949,
2021년 11월 03일 14시,충남,보령시,충남 보령시 죽성로 136,보령아산병원,09:00~16:00,미운영,미운영,041-930-5333,보령시보건소,041-930-5131,
2021년 11월 03일 14시,충남,부여군,충청남도 부여군 부여읍 구아리 137-2,부여군보건소,09:00~17:30,09:00~17:30,09:00~17:30,041-830-8600,부여군보건소,041-830-8719,
2021년 11월 03일 14시,충남,부여군,충남 부여군 부여읍 계백로 200,건양대학교 부여병원,06:00~22:00,06:00~22:00,06:00~22:00,041-837-1200,부여군보건소,041-830-8720,
2021년 11월 03일 14시,충남,부여군,충남 부여군 부여읍 사비로 78,성요셉연합의원,08:00~17:00,08:00~12:00,미운영,041-835-7582,부여군보건소,041-830-8719,
2021년 11월 03일 14시,충남,서산시,충남 서산시 예천동(석남동) 496-1 서산시보건소,서산시보건소,"09:00~13:00,14:00~18:00","09:00~13:00,14:00~18:00","09:00~13:00,14:00~18:00",041-661-8100,서산시보건소,041-661-8244,우선검사 실시
2021년 11월 03일 14시,충남,서산시,충청남도 서산시 중앙로 149,충청남도서산의료원,09:00~12:00,미운영,미운영,041-689-7119,서산시보건소,041-661-8244,
2021년 11월 03일 14시,충남,서천군,충남 서천군 서천읍 군사리 799 서천군보건소,서천군보건소,09:00~17:30,09:00~17:30,09:00~17:30,041-950-6940,서천군보건소,041-950-6717,
2021년 11월 03일 14시,충남,서천군,충남 서천군 서천읍 서천로 184,서해병원,00:00~24:00,00:00~24:00,00:00~24:00,041-951-8282,서천군보건소,041-950-6718,
2021년 11월 03일 14시,충남,아산시,충남 아산시 남부로 370-24,아산시보건소,09:00~17:00,09:00~17:00,09:00~17:00,1899-7425,아산시보건소,041-530-6010,
2021년 11월 03일 14시,충남,아산시,충남 아산시 문화로 381 ,아산충무병원,08:30~17:30,08:30~13:00,00:00~00:00,041-536-6666,아산시보건소,041-530-6010,
2021년 11월 03일 14시,충남,아산시,충남 아산시 시민로 388,현대병원,09:00~16:00,09:00~11:00,00:00~00:00,041-546-3636,아산시보건소,041-530-6010,
2021년 11월 03일 14시,세종,세종특별자치시,세종특별자치시 조치원읍 대첩로 32,세종특별자치시보건소,09:00~16:30,미운영,미운영,044-301-2840,세종특별자치시보건소,044-301-2894,전자문진표 이용
2021년 11월 03일 14시,세종,세종특별자치시,세종특별자치시 보듬7로20 세종충남대학교병원,세종 충남대학교병원,08:30~17:00,미운영,미운영,044-995-3400(~2),세종특별자치시보건소,044-301-2894,
